"Disagree as Partner","Disagree as Partner"
"Feedback","Feedback"
"View Larger Map","View Larger Map"
"Latest Product Added","Latest Product Added"
"Partner profile page","Partner profile page"
"Invalid profile","Invalid profile"
"View Full Collection","View Full Collection"
"We\'re from","We\'re from"
"View Map","View Map"
"Search","Search"
"Connect with Us","Connect with Us"
"Send us a message","Send us a message"
"Find us on Facebook","Find us on Facebook"
"Follow us on Twitter","Follow us on Twitter"
"Write Your Own Feedback","Write Your Own Feedback"
"How do you rate this Store","How do you rate this Store"
"star","star"
"stars","stars"
"Nickname","Nickname"
"Summary of Your Review","Summary of Your Review"
"Submit Review","Submit Review"
"fill the required fields","fill the required fields"
"Store Visit","Store Visit"
"About US","About US"
"Invalid store","Invalid store"
"Show","Show"
"per page","per page"
"View as","View as"
"Sort By","Sort By"
"Set Ascending Direction","Set Ascending Direction"
"Set Descending Direction","Set Descending Direction"
"Ask Que","Ask Que"
"Ask Question to me","Ask Question to me"
"Email","Email"
"Edit Magento Product","Edit Magento Product"
"My Order History","My Order History"
"My Dashboard","My Dashboard"
"My Products List","My Products List"
"View Customer","View Customer"
"View Order","View Order"
"ID","ID"
"Name","Name"
"Status","Status"
"Commission %","Commission %"
"Total sales","Total sales"
"Amount Received","Amount Received"
"Amount Remain","Amount Remain"
"Last Pay Amount","Last Pay Amount"
"Seller Since","Seller Since"
"Website","Website"
"Orders","Orders"
"Customer Information","Customer Information"
"Account Information","Account Information"
"Addresses","Addresses"
"Shopping Cart","Shopping Cart"
"Wishlist","Wishlist"
"Newsletter","Newsletter"
"Product Reviews","Product Reviews"
"Product Tags","Product Tags"
"Payment Information","Payment Information"
"Seller Account Information","Seller Account Information"
"Seller Commission","Seller Commission"
"Add Product","Add Product"
"Remove Product","Remove Product"
"Do You Want To Remove This Seller?","Do You Want To Remove This Seller?"
"Do You Want To Make This Customer As Seller?","Do You Want To Make This Customer As Seller?"
"marketplace","marketplace"
"Seller Information","Seller Information"
"Twitter ID","Twitter ID"
"Facebook ID","Facebook ID"
"Contact Number","Contact Number"
"Shop Title","Shop Title"
"Company Locality","Company Locality"
"Country","Country"
"Select Country","Select Country"
"Company Description","Company Description"
"Return Policy","Return Policy"
"Shipping Policy","Shipping Policy"
"Meta Keywords","Meta Keywords"
"Meta Description","Meta Description"
"Company Banner","Company Banner"
"Company Logo","Company Logo"
"No Record Found.","No Record Found."
"Seller Name","Seller Name"
"Price Rating(in star)","Price Rating(in star)"
"Value Rating(in star)","Value Rating(in star)"
"Quality Rating(in star)","Quality Rating(in star)"
"Feed Summary","Feed Summary"
"Feed Review","Feed Review"
"Created At","Created At"
"Status","Status"
"UnApproved","UnApproved"
"Approved","Approved"
"Approve","Approve"
"Unapprove","Unapprove"
"Delete","Delete"
"%s Star","%s Star"
"Ordered","Ordered"
"Invoiced","Invoiced"
"Shipped","Shipped"
"Canceled","Canceled"
"Refunded","Refunded"
"Pay Seller","Pay Seller"
"Item Pending","Item Pending"
"Item Cancelled","Item Cancelled"
"Item Refunded","Item Refunded"
"Already Paid","Already Paid"
"Order#","Order#"
"Purchased On","Purchased On"
"Product Name","Product Name"
"Quantity to be Paid","Quantity to be Paid"
"Product Total","Product Total"
"Total Tax","Total Tax"
"Total Seller Amount","Total Seller Amount"
"Total Commission","Total Commission"
"Status","Status"
"Paid Status","Paid Status"
"View","View"
"Pay","Pay"
"Are you want to make this payment?","Are you want to make this payment?"
"Pending","Pending"
"Hold","Hold"
"Paid","Paid"
"Voided","Voided"
"Email","Email"
"Seller","Seller"
"Group","Group"
"Telephone","Telephone"
"Zip","Zip"
"Country","Country"
"State/Province","State/Province"
"Seller Since","Seller Since"
"Reason","Reason"
"Assign Group","Assign Group"
"Download Status","Download Status"
"No Products Found.","No Products Found."
"Customer Name","Customer Name"
"Preview","Preview"
"Qty. Confirmed","Qty. Confirmed"
"Qty. Pending","Qty. Pending"
"Earned","Earned"
"Created","Created"
"Reason","Reason"
"Seller Email","Seller Email"
"Transaction Id","Transaction Id"
"Amount","Amount"
"Type","Type"
"Method","Method"
"Created At","Created At"
"Seller's Transactions","Seller's Transactions"
"Sellers Transactions","Sellers Transactions"
"Manage Seller's Product","Manage Seller's Product"
"Manage Products","Manage Products"
"Manage Sellers","Manage Sellers"
"Manage Seller's Commission","Manage Seller's Commission"
"Manage Commission","Manage Commission"
"Manage Feedback","Manage Feedback"
"Manage Seller's Feedback","Manage Seller's Feedback"
"Manage Seller's Order","Manage Seller's Order"
"Show Unapproved Only","Show Unapproved Only"
"%s's Collection","%s's Collection"
"Home","Home"
"Go to Home Page","Go to Home Page"
"%s's Feedback","%s's Feedback"
"%s's Location","%s's Location"
"Simple Product","Simple Product"
"Downloadable Product","Downloadable Product"
"Virtual Product","Virtual Product"
"Configurable Product","Configurable Product"
"Grouped Product","Grouped Product"
"Bundle Product","Bundle Product"
"%s Shop","%s Shop"
"Item Manager","Item Manager"
"Items Manager","Items Manager"
"Total of %d Feedback(s) has been approved.","Total of %d Feedback(s) has been approved."
"Total of %d Feedback(s) has been unapproved.","Total of %d Feedback(s) has been unapproved."
"Total of %d Feedback(s) has been deleted.","Total of %d Feedback(s) has been deleted."
"Payment has been successfully done for this seller.","Payment has been successfully done for this seller."
"%s has been successfully denied to become seller.","%s has been successfully denied to become seller."
"Seller has been successfully approved.","Seller has been successfully approved."
"Seller has been successfully unapproved.","Seller has been successfully unapproved."
"%s has been successfully denied to become a seller.","%s has been successfully denied to become a seller."
" has been successfully denied."," has been successfully denied."
"Product successfully approved.","Product successfully approved."
"Please select item(s)","Please select item(s)"
"Total of %d record(s) were successfully approved","Total of %d record(s) were successfully approved"
"This order no longer exists.","This order no longer exists."
"You are not authorize to manage this order.","You are not authorize to manage this order."
"The message has been sent.","The message has been sent."
"Failed to send the Shipping email.","Failed to send the Shipping email."
"Failed to send the order email.","Failed to send the order email."
"Product Type is Invalid Or Not Allowed","Product Type is Invalid Or Not Allowed"
"Marketplace Product Type: Simple Product","Marketplace Product Type: Simple Product"
"Marketplace Product Type: Downloabable Product","Marketplace Product Type: Downloabable Product"
"Marketplace Product Type: Virtual Product","Marketplace Product Type: Virtual Product"
"Marketplace Product Type: Configurable Product","Marketplace Product Type: Configurable Product"
"I would like to inform you that recently I have added a new product in the store.","I would like to inform you that recently I have added a new product in the store."
"Your product has been Saved successfully.","Your product has been Saved successfully."
"Your product has been successfully saved","Your product has been successfully saved"
"Attribute Code already exists.","Attribute Code already exists."
"Attribute Created Successfully.","Attribute Created Successfully."
"Associate Product created Successfully.","Associate Product created Successfully."
"Product has been assigned successfully.","Product has been assigned successfully."
"My Product List","My Product List"
"Your request to become a seller was successfully send to admin.","Your request to become a seller was successfully send to admin."
"Seller Request Panel","Seller Request Panel"
"Your product has been successfully Updated.","Your product has been successfully Updated."
"Marketplace: Edit Simple Magento Product","Marketplace: Edit Simple Magento Product"
"Marketplace: Edit Virtual Magento Product","Marketplace: Edit Virtual Magento Product"
"Marketplace: Edit Downloadable Magento Product","Marketplace: Edit Downloadable Magento Product"
"Marketplace: Edit Configurable Magento Product","Marketplace: Edit Configurable Magento Product"
"YOU ARE NOT AUTHORIZE TO DELETE THIS PRODUCT.","YOU ARE NOT AUTHORIZE TO DELETE THIS PRODUCT."
"Your Product Has Been Sucessfully Deleted From Your Account.","Your Product Has Been Sucessfully Deleted From Your Account."
"You are not authorized to delete products with id %s","You are not authorized to delete products with id %s"
"Products has been sucessfully deleted from your account","Products has been sucessfully deleted from your account"
"My Dashboard","My Dashboard"
"Name has to be completed","Name has to be completed"
"Description has to be completed","Description has to be completed"
"Short description has to be completed","Short description has to be completed"
"Price should contain only decimal numbers","Price should contain only decimal numbers"
"Weight should contain only decimal numbers","Weight should contain only decimal numbers"
"Product stock should contain only integer numbers","Product stock should contain only integer numbers"
"Sku Type has to be selected","Sku Type has to be selected"
"Price Type has to be selected","Price Type has to be selected"
"Weight Type has to be selected","Weight Type has to be selected"
"Default Title has to be completed","Default Title has to be completed"
"Your Payment Information Is Successfully Saved.","Your Payment Information Is Successfully Saved."
"Profile information has been saved successfully.","Profile information has been saved successfully."
"Cannot save the customer.","Cannot save the customer."
"Profile Information","Profile Information"
"The URL Rewrite has been saved.","The URL Rewrite has been saved."
"Twitterid cannot contain space and special characters.","Twitterid cannot contain space and special characters."
"Facebookid cannot contain space and special characters'","Facebookid cannot contain space and special characters'"
"Invalid Background Color","Invalid Background Color"
"Transactions","Transactions"
"Transaction Details","Transaction Details"
"medium","medium"
"None","None"
"Transaction Amount","Transaction Amount"
"Comment Message","Comment Message"
"My Orders","My Orders"
"The order email has been sent.","The order email has been sent."
"Information has been saved.","Information has been saved."
"canceled","canceled"
"The order has been cancelled.","The order has been cancelled."
"You are not permitted to cancel this order.","You are not permitted to cancel this order."
"The order is not cancelled.","The order is not cancelled."
"Invoice has been created for this order.","Invoice has been created for this order."
"Can not do shipment as order is in HOLD state.","Can not do shipment as order is in HOLD state."
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","Cannot do shipment for the order."
"The shipment has been created.","The shipment has been created."
"The shipping label has been created.","The shipping label has been created."
"You are not permitted to generate shipment for this order.","You are not permitted to generate shipment for this order."
"Can not create invoice as order is in HOLD state.","Can not create invoice as order is in HOLD state."
"Cannot create Invoice for this order.","Cannot create Invoice for this order."
"Credit memo\'s total must be positive.","Credit memo\'s total must be positive."
"The credit memo has been created.","The credit memo has been created."
"Cannot save the credit memo.","Cannot save the credit memo."
"Products","Products"
"Total (ex)","Total (ex)"
"Discount","Discount"
"Qty","Qty"
"Tax","Tax"
"Total (inc)","Total (inc)"
"Credit Memo # ","Credit Memo # "
"Subtotal","Subtotal"
"Invoice # ","Invoice # "
"Packingslip # ","Packingslip # "
"This Shop Name already Exists.","This Shop Name already Exists."
"Enter Shop Name of Customer.","Enter Shop Name of Customer."
"I would like to inform you that recently i have updated a product Please approve it soon.","I would like to inform you that recently i have updated a product Please approve it soon."
"Shipping & Handling Charges","Shipping & Handling Charges"
"Tax Amount","Tax Amount"
"Grandtotal","Grandtotal"
"Enabled","Enabled"
"Disabled","Disabled"
"The product is already assigned to another seller.","The product is already assigned to another seller."
"Product with id","Product with id"
"doesn't exist.","doesn't exist."
"Products has been successfully unassigned from seller.","Products has been successfully unassigned from seller."
"By Seller","By Seller"
"What is the reason to deny this seller?","What is the reason to deny this seller?"
"Cancel","Cancel"
"Deny","Deny"
"Seller Payment Information ","Seller Payment Information "
"Seller Name ","Seller Name "
"Seller Email ","Seller Email "
"Total Amount To Pay ","Total Amount To Pay "
"Add Comment","Add Comment"
"Reset","Reset"
"What is the reason to deny this product?","What is the reason to deny this product?"
"By","By"
"wishlist","wishlist"
"Move","Move"
"tax","tax"
"See price before order confirmation.","See price before order confirmation."
"What's this?","What's this?"
"Seller Request Panel","Seller Request Panel"
"Save","Save"
"Shop URL","Shop URL"
"Do you want to become seller / vendor ?","Do you want to become seller / vendor ?"
"Waiting for admin approval","Waiting for admin approval"
"Seller's Information","Seller's Information"
"Search","Search"
"View Map","View Map"
"View Seller's Profile","View Seller's Profile"
"SELLER'S COLLECTION","SELLER'S COLLECTION"
"Quick Create","Quick Create"
"Reset","Reset"
"Name","Name"
"Visibility","Visibility"
"Please Select","Please Select"
"Not Visible Individually","Not Visible Individually"
"Catalog","Catalog"
"Search","Search"
"Catalog, Search","Catalog, Search"
"Associated Products","Associated Products"
"Id","Id"
"Attribute Set Name","Attribute Set Name"
"Search by id","Search by id"
"Search by product name","Search by product name"
"Select Attribute Set","Select Attribute Set"
"Submit","Submit"
"No Product Available","No Product Available"
"Option","Option"
"View","View"
"Save Associates Products","Save Associates Products"
"Save Associated Product","Save Associated Product"
"Required Fields","Required Fields"
" This Combination of attributes already exists. "," This Combination of attributes already exists. "
"To Become a Seller Please Contact to Admin.","To Become a Seller Please Contact to Admin."
"Do You Want To Become Seller / Vendor?","Do You Want To Become Seller / Vendor?"
"Agree as Seller","Agree as Seller"
" Shop URL For Your Marketplace Shop "," Shop URL For Your Marketplace Shop "
"This will be used to display your public profile.","This will be used to display your public profile."
"Pending","Pending"
"Refunded","Refunded"
"Canceled","Canceled"
"View Credit Memo Details","View Credit Memo Details"
"Are you sure you want to send credit memo email to customer?","Are you sure you want to send credit memo email to customer?"
"Send Email To Customer","Send Email To Customer"
"Send Email","Send Email"
"Print","Print"
"Credit Memo Information","Credit Memo Information"
"Credit Memo #%s - %s | %s","Credit Memo #%s - %s | %s"
"Order Information","Order Information"
"Order # %s","Order # %s"
"Order Status","Order Status"
"Order Date","Order Date"
"Buyer Information","Buyer Information"
"Customer Name","Customer Name"
"Email","Email"
"Shipping Address","Shipping Address"
"Shipping Information","Shipping Information"
"No shipping information available","No shipping information available"
"Billing Address","Billing Address"
"Payment Method","Payment Method"
"Items to Refund","Items to Refund"
"COD Charges","COD Charges"
"Discount Amount","Discount Amount"
"Row Total","Row Total"
"Credit Memo Totals","Credit Memo Totals"
"Shipping & Handling","Shipping & Handling"
"core","core"
"Adjustment Refund","Adjustment Refund"
"Adjustment Fee","Adjustment Fee"
"Grand Total","Grand Total"
"Back To My Orders","Back To My Orders"
"To Become Seller Please Contact to Admin.","To Become Seller Please Contact to Admin.",
"Add New Downloadable Product","Add New Downloadable Product"
"Add Downloadable Product","Add Downloadable Product"
"CATEGORIES","CATEGORIES"
"Short Description","Short Description"
"Special Price","Special Price"
"Special Price From","Special Price From"
"Special Price To","Special Price To"
"Stock Availability","Stock Availability"
"In Stock","In Stock"
"Out of Stock","Out of Stock"
"Tax Class","Tax Class"
"Product Images","Product Images"
"Base image","Base image"
"Add More Images","Add More Images"
"Downloadable Product","Downloadable Product"
"Samples","Samples"
"Title","Title"
"File","File"
"Add New Row","Add New Row"
"Links","Links"
"Title :","Title :"
"Links can be purchased separately :","Links can be purchased separately :"
"Sample","Sample"
"File","File"
"Max. Downloads","Max. Downloads"
"Upload","Upload"
"No File Choosen","No File Choosen"
"Unlimited","Unlimited"
"URL","URL"
"Are you sure you want to delete this link?","Are you sure you want to delete this link?"
"Saving","Saving"
"Invalid extension! Please Upload an image","Invalid extension! Please Upload an image"
"File type not allowed,Allowed file:","File type not allowed,Allowed file:"
"Edit Configurable Product","Edit Configurable Product"
"Associate Products","Associate Products"
"Add Associate Products","Add Associate Products"
"Edit Product","Edit Product"
"Delete Image","Delete Image"
"Are you sure you want to delete this image?","Are you sure you want to delete this image?"
"You are not authorize to edit this product.","You are not authorize to edit this product."
"Edit Downloadable Product","Edit Downloadable Product"
"Edit Profile Information","Edit Profile Information"
"Allow to Display Twitter Icon in Profile Page","Allow to Display Twitter Icon in Profile Page"
"Allow to Display Facebook Icon in Profile Page","Allow to Display Facebook Icon in Profile Page"
"Instagram ID","Instagram ID"
"Allow to Display Instagram Icon in Profile Page","Allow to Display Instagram Icon in Profile Page"
"Google Plus ID","Google Plus ID"
"Allow to Display Google Plus Icon in Profile Page","Allow to Display Google Plus Icon in Profile Page"
"Youtube ID","Youtube ID"
"Allow to Display Youtube Icon in Profile Page","Allow to Display Youtube Icon in Profile Page"
"Vimeo ID","Vimeo ID"
"Allow to Display Vimeo Icon in Profile Page","Allow to Display Vimeo Icon in Profile Page"
"Pinterest ID","Pinterest ID"
"Allow to Display Pinterest Icon in Profile Page","Allow to Display Pinterest Icon in Profile Page"
"Moleskine ID","Moleskine ID"
"Allow to Display Moleskine Icon in Profile Page","Allow to Display Moleskine Icon in Profile Page"
"Enter Mobile Number with country code ex: (123) 456-7890","Enter Mobile Number with country code ex: (123) 456-7890"
"Theme : Background Color","Theme : Background Color"
"Upload 700px X 100px for better look","Upload 700px X 100px for better look"
"no image","no image"
"Enter Meta Keywords Comma(',') Separated..","Enter Meta Keywords Comma(',') Separated.."
"Edit Your Shop Url","Edit Your Shop Url"
"Set Your New Shop Url","Set Your New Shop Url"
"Save Url","Save Url"
"Profile Page Target Url Path","Profile Page Target Url Path"
"Profile Page Request Url Path","Profile Page Request Url Path"
"Collection Page Target Url Path","Collection Page Target Url Path"
"Collection Page Request Url Path","Collection Page Request Url Path"
"Review Page Target Url Path","Review Page Target Url Path"
"Review Page Request Url Path","Review Page Request Url Path"
"Location Page Target Url Path","Location Page Target Url Path"
"Location Page Request Url Path","Location Page Request Url Path"
"Edit Payment Information","Edit Payment Information"
" Are you sure you want to delete this banner ? "," Are you sure you want to delete this banner ? "
" Are you sure you want to delete this Logo ? "," Are you sure you want to delete this Logo ? "
"Edit Simple Product","Edit Simple Product"
"Edit Virtual Product","Edit Virtual Product"
"Canceled","Canceled"
"View Invoice Details","View Invoice Details"
"Send Email To Customer","Send Email To Customer"
"Invoice Slip","Invoice Slip"
"Print Invoice","Print Invoice"
"Invoice Information","Invoice Information"
"Invoice #%s - %s | %s","Invoice #%s - %s | %s"
"Items Invoiced","Items Invoiced"
"Admin Commission","Admin Commission"
"Vendor Total","Vendor Total"
"Total Price","Total Price"
"COD Charges","COD Charges"
"Total COD Charges","Total COD Charges"
"Total Ordered Amount","Total Ordered Amount"
"Total Vendor Amount","Total Vendor Amount"
"Total Admin Commission","Total Admin Commission"
"View Order Details","View Order Details"
"Cancel Order","Cancel Order"
"Create Invoice to confirm collected amount from buyer for this order","Create Invoice to confirm collected amount from buyer for this order"
"Invoice","Invoice"
"Pay Admin for his commission for this order","Pay Admin for his commission for this order"
"If you pay admin commission then you can not do refund for buyer in future. Are you sure you want to pay admin for his commission?","If you pay admin commission then you can not do refund for buyer in future. Are you sure you want to pay admin for his commission?"
"Pay Admin Commission","Pay Admin Commission"
"Create Credit Memo","Create Credit Memo"
"Create Shipment for Order","Create Shipment for Order"
"Are you sure you want to create shipment?","Are you sure you want to create shipment?"
"About This Order:","About This Order:"
"Order Date: %s","Order Date: %s"
"Buyer Information","Buyer Information"
"Carrier","Carrier"
"Tracking Number","Tracking Number"
"View Seller's Shop","View Seller's Shop"
"%s Total Products","%s Total Products"
"View Seller's Collection","View Seller's Collection"
"View All","View All"
"My Dashboard","My Dashboard"
"Your Income","Your Income"
" Today "," Today "
" Week "," Week "
" Month "," Month "
" Total Payout "," Total Payout "
" Remaining Amount "," Remaining Amount "
"Latest Order","Latest Order"
"Order Id","Order Id"
"Date","Date"
"Search by Order Id","Search by Order Id"
"From: ","From: "
"To: ","To: "
"No Order Available","No Order Available"
"Customer: ","Customer: "
"Date: ","Date: "
"Order Total- ","Order Total- "
"Latest Comments & Reviews","Latest Comments & Reviews"
"No comment & review available","No comment & review available"
"Your Query","Your Query"
"Reset","Reset"
"Ask","Ask"
" Mail Send "," Mail Send "
"Search by product name","Search by product name"
"Delete Products","Delete Products"
" Are you sure you want to edit this product ? "," Are you sure you want to edit this product ? "
" No Checkbox is checked "," No Checkbox is checked "
" Are you sure you want to delete these product ? "," Are you sure you want to delete these product ? "
"Marketplace","Marketplace"
"Seller Profile","Seller Profile"
"Create Attribute","Create Attribute"
"New Products","New Products"
"My Products List","My Products List"
"My Dashboard","My Dashboard"
"My Transaction List","My Transaction List"
"My Order History","My Order History"
"Become Partner","Become Partner"
"Manage Configurable Product's Attribute","Manage Configurable Product's Attribute"
"Save Attributes","Save Attributes"
"Create Attribute for Configurable Products","Create Attribute for Configurable Products"
"Attribute Set","Attribute Set"
"Attribute Group","Attribute Group"
"Attribute Code","Attribute Code"
"Attribute Label","Attribute Label"
"Catalog Input Type","Catalog Input Type"
"Multiple Select","Multiple Select"
"Dropdown","Dropdown"
"Values Required","Values Required"
"Admin","Admin"
"Default Store View","Default Store View"
"Position","Position"
"Is Default","Is Default"
"Add Option","Add Option"
"Select Configurable Attribute","Select Configurable Attribute"
"Create Configurable Product","Create Configurable Product"
"Configurable Attribute","Configurable Attribute"
"Add New Configurable Product","Add New Configurable Product"
"Add Configurable Product","Add Configurable Product"
"New Credit Memo for Order #%s","New Credit Memo for Order #%s"
"Order #%s - %s","Order #%s - %s"
"Order Grand Total","Order Grand Total"
"Shipping Refund","Shipping Refund"
"Shipping Amount","Shipping Amount"
"Refund Amount","Refund Amount"
"Paid Amount","Paid Amount"
"Refund Total","Refund Total"
"Refund Shipping","Refund Shipping"
"Adjustment Refund","Adjustment Refund"
"Adjustment Fee","Adjustment Fee"
"Refund Offline","Refund Offline"
"Warning","Warning"
"Please Complete","Please Complete"
"Add New Product","Add New Product"
"Continue","Continue"
"Product Type","Product Type"
"Recently Added Products","Recently Added Products"
"Top of Page","Top of Page"
"Shipping Policies","Shipping Policies"
"Top of Page","Top of Page"
"About %s","About %s"
"On the Social Web","On the Social Web"
"Check in Instagram","Check in Instagram"
"Check in Pinterest","Check in Pinterest"
"Check in Facebook","Check in Facebook"
"Check in Twitter","Check in Twitter"
"Check in Google+","Check in Google+"
